mission_time,target_altitude,current_altitude,error,velocity_cmd,control_action,height_sonar,height_baro,velocity_z_measured,battery
20.103381872177124,1.5,1.36,0.1399999999999999,1.0,CLIMB,1.36,-148.75,-0.05,47
20.150655031204224,1.5,1.36,0.1399999999999999,1.0,CLIMB,1.36,-148.75,-0.05,47
20.210329055786133,1.5,1.44,0.06000000000000005,1.0,CLIMB,1.44,-148.64,-0.07,47
20.257080078125,1.5,1.44,0.06000000000000005,1.0,CLIMB,1.44,-148.64,-0.07,47
20.303465127944946,1.5,1.53,-0.030000000000000027,-0.8,DESCEND,1.53,-148.61,-0.09,47
20.36080503463745,1.5,1.53,-0.030000000000000027,-0.8,DESCEND,1.53,-148.61,-0.09,47
20.410966873168945,1.5,1.64,-0.1399999999999999,-0.8,DESCEND,1.64,-148.48,-0.1,47
20.457844018936157,1.5,1.64,-0.1399999999999999,-0.8,DESCEND,1.64,-148.48,-0.1,47
20.503343105316162,1.5,1.76,-0.26,-0.8,DESCEND,1.76,-148.39,-0.1,47
20.553348064422607,1.5,1.76,-0.26,-0.8,DESCEND,1.76,-148.39,-0.1,47
20.60107398033142,1.5,1.84,-0.3400000000000001,-0.8,DESCEND,1.84,-148.28,-0.09,47
20.661694049835205,1.5,1.84,-0.3400000000000001,-0.8,DESCEND,1.84,-148.28,-0.09,47
20.71120810508728,1.5,1.84,-0.3400000000000001,-0.8,DESCEND,1.84,-148.28,-0.09,47
20.76175594329834,1.5,1.84,-0.3400000000000001,-0.8,DESCEND,1.84,-148.28,-0.09,47
20.812445163726807,1.5,1.94,-0.43999999999999995,-0.8,DESCEND,1.94,-148.25,-0.04,47
20.85847496986389,1.5,1.94,-0.43999999999999995,-0.8,DESCEND,1.94,-148.25,-0.04,47
20.908063888549805,1.5,1.93,-0.42999999999999994,-0.8,DESCEND,1.93,-148.31,0.0,47
20.955606937408447,1.5,1.93,-0.42999999999999994,-0.8,DESCEND,1.93,-148.31,0.0,47
21.004442930221558,1.5,1.91,-0.4099999999999999,-0.8,DESCEND,1.91,-148.32,0.02,47
21.054264068603516,1.5,1.91,-0.4099999999999999,-0.8,DESCEND,1.91,-148.32,0.02,47
21.10341215133667,1.5,1.85,-0.3500000000000001,-0.8,DESCEND,1.85,-148.32,0.04,47
21.15017008781433,1.5,1.85,-0.3500000000000001,-0.8,DESCEND,1.85,-148.32,0.04,47
21.20990300178528,1.5,1.79,-0.29000000000000004,-0.8,DESCEND,1.79,-148.39,0.05,47
21.254951000213623,1.5,1.79,-0.29000000000000004,-0.8,DESCEND,1.79,-148.39,0.05,47
21.30091691017151,1.5,1.71,-0.20999999999999996,-0.8,DESCEND,1.71,-148.47,0.06,47
21.360860109329224,1.5,1.71,-0.20999999999999996,-0.8,DESCEND,1.71,-148.47,0.06,47
21.410937070846558,1.5,1.64,-0.1399999999999999,-0.8,DESCEND,1.64,-148.5,0.07,47
21.45950412750244,1.5,1.64,-0.1399999999999999,-0.8,DESCEND,1.64,-148.5,0.07,47
21.507541179656982,1.5,1.55,-0.050000000000000044,-0.8,DESCEND,1.55,-148.57,0.07,47
21.558456897735596,1.5,1.55,-0.050000000000000044,-0.8,DESCEND,1.55,-148.57,0.07,47
21.608991861343384,1.5,1.48,0.020000000000000018,1.0,CLIMB,1.48,-148.66,0.07,47
21.65848207473755,1.5,1.48,0.020000000000000018,1.0,CLIMB,1.48,-148.66,0.07,47
21.707063913345337,1.5,1.4,0.10000000000000009,1.0,CLIMB,1.4,-148.8,0.07,47
21.75383687019348,1.5,1.4,0.10000000000000009,1.0,CLIMB,1.4,-148.8,0.07,47
21.80390501022339,1.5,1.4,0.10000000000000009,1.0,CLIMB,1.4,-148.8,0.07,47
21.85275411605835,1.5,1.33,0.16999999999999993,1.0,CLIMB,1.33,-148.87,0.07,46
21.90242600440979,1.5,1.33,0.16999999999999993,1.0,CLIMB,1.33,-148.87,0.07,46
21.96056318283081,1.5,1.27,0.22999999999999998,1.0,CLIMB,1.27,-148.77,0.06,46
22.01162886619568,1.5,1.24,0.26,1.0,CLIMB,1.24,-148.8,0.03,46
22.060832977294922,1.5,1.24,0.26,1.0,CLIMB,1.24,-148.8,0.03,46
22.10949397087097,1.5,1.24,0.26,1.0,CLIMB,1.24,-148.8,0.03,46
22.157248973846436,1.5,1.26,0.24,1.0,CLIMB,1.26,-148.75,0.0,46
22.206361055374146,1.5,1.29,0.20999999999999996,1.0,CLIMB,1.29,-148.8,-0.03,46
22.254414081573486,1.5,1.29,0.20999999999999996,1.0,CLIMB,1.29,-148.8,-0.03,46
22.303375005722046,1.5,1.36,0.1399999999999999,1.0,CLIMB,1.36,-148.71,-0.05,46
22.35346293449402,1.5,1.36,0.1399999999999999,1.0,CLIMB,1.36,-148.71,-0.05,46
22.402936935424805,1.5,1.46,0.040000000000000036,1.0,CLIMB,1.46,-148.7,-0.07,46
22.461824893951416,1.5,1.46,0.040000000000000036,1.0,CLIMB,1.46,-148.7,-0.07,46
22.512234926223755,1.5,1.54,-0.040000000000000036,-0.8,DESCEND,1.54,-148.62,-0.08,46
22.55950093269348,1.5,1.54,-0.040000000000000036,-0.8,DESCEND,1.54,-148.62,-0.08,46
22.606592893600464,1.5,1.64,-0.1399999999999999,-0.8,DESCEND,1.64,-148.48,-0.09,46
22.655114889144897,1.5,1.64,-0.1399999999999999,-0.8,DESCEND,1.64,-148.48,-0.09,46
22.701651096343994,1.5,1.76,-0.26,-0.8,DESCEND,1.76,-148.4,-0.1,46
22.760229110717773,1.5,1.76,-0.26,-0.8,DESCEND,1.76,-148.4,-0.1,46
22.80850601196289,1.5,1.86,-0.3600000000000001,-0.8,DESCEND,1.86,-148.44,-0.08,46
22.85424304008484,1.5,1.86,-0.3600000000000001,-0.8,DESCEND,1.86,-148.44,-0.08,46
22.912108898162842,1.5,1.93,-0.42999999999999994,-0.8,DESCEND,1.93,-148.29,-0.04,46
22.961237907409668,1.5,1.93,-0.42999999999999994,-0.8,DESCEND,1.93,-148.29,-0.04,46
23.009489059448242,1.5,1.96,-0.45999999999999996,-0.8,DESCEND,1.96,-148.21,-0.01,46
23.054858922958374,1.5,1.96,-0.45999999999999996,-0.8,DESCEND,1.96,-148.21,-0.01,46
23.10582399368286,1.5,1.97,-0.47,-0.8,DESCEND,1.97,-148.28,0.01,46
23.154751777648926,1.5,1.97,-0.47,-0.8,DESCEND,1.97,-148.28,0.01,46
23.205458164215088,1.5,1.96,-0.45999999999999996,-0.8,DESCEND,1.96,-148.26,0.03,46
23.256219148635864,1.5,1.96,-0.45999999999999996,-0.8,DESCEND,1.96,-148.26,0.03,46
23.301589250564575,1.5,1.92,-0.41999999999999993,-0.8,DESCEND,1.92,-148.28,0.05,46
23.360637187957764,1.5,1.92,-0.41999999999999993,-0.8,DESCEND,1.92,-148.28,0.05,46
23.407783031463623,1.5,1.86,-0.3600000000000001,-0.8,DESCEND,1.86,-148.31,0.06,46
23.45551609992981,1.5,1.86,-0.3600000000000001,-0.8,DESCEND,1.86,-148.31,0.06,46
23.502734899520874,1.5,1.79,-0.29000000000000004,-0.8,DESCEND,1.79,-148.36,0.07,46
23.553383111953735,1.5,1.79,-0.29000000000000004,-0.8,DESCEND,1.79,-148.36,0.07,46
23.601267099380493,1.5,1.7,-0.19999999999999996,-0.8,DESCEND,1.7,-148.45,0.07,46
23.658545970916748,1.5,1.7,-0.19999999999999996,-0.8,DESCEND,1.7,-148.45,0.07,46
23.706707000732422,1.5,1.7,-0.19999999999999996,-0.8,DESCEND,1.7,-148.45,0.07,46
23.756634950637817,1.5,1.62,-0.1200000000000001,-0.8,DESCEND,1.62,-148.6,0.07,46
23.80698800086975,1.5,1.54,-0.040000000000000036,-0.8,DESCEND,1.54,-148.67,0.07,45
23.855260133743286,1.5,1.54,-0.040000000000000036,-0.8,DESCEND,1.54,-148.67,0.07,45
23.90480399131775,1.5,1.54,-0.040000000000000036,-0.8,DESCEND,1.54,-148.67,0.07,45
23.951898097991943,1.5,1.47,0.030000000000000027,1.0,CLIMB,1.47,-148.72,0.07,45
24.002806901931763,1.5,1.39,0.1100000000000001,1.0,CLIMB,1.39,-148.81,0.07,45
24.050089120864868,1.5,1.39,0.1100000000000001,1.0,CLIMB,1.39,-148.81,0.07,45
24.110241889953613,1.5,1.32,0.17999999999999994,1.0,CLIMB,1.32,-148.81,0.06,45
24.15755295753479,1.5,1.32,0.17999999999999994,1.0,CLIMB,1.32,-148.81,0.06,45
24.20737385749817,1.5,1.26,0.24,1.0,CLIMB,1.26,-148.8,0.04,45
24.25652503967285,1.5,1.26,0.24,1.0,CLIMB,1.26,-148.8,0.04,45
24.305177927017212,1.5,1.22,0.28,1.0,CLIMB,1.22,-148.77,0.01,45
24.35334014892578,1.5,1.22,0.28,1.0,CLIMB,1.22,-148.77,0.01,45
24.403157234191895,1.5,1.22,0.28,1.0,CLIMB,1.22,-148.77,0.01,45
24.45224404335022,1.5,1.21,0.29000000000000004,1.0,CLIMB,1.21,-148.92,-0.01,45
24.501670122146606,1.5,1.21,0.29000000000000004,1.0,CLIMB,1.21,-148.92,-0.01,45
24.550092935562134,1.5,1.25,0.25,1.0,CLIMB,1.25,-148.78,-0.04,45
24.60950016975403,1.5,1.25,0.25,1.0,CLIMB,1.25,-148.78,-0.04,45
24.658064126968384,1.5,1.29,0.20999999999999996,1.0,CLIMB,1.29,-148.77,-0.06,45
24.70788288116455,1.5,1.29,0.20999999999999996,1.0,CLIMB,1.29,-148.77,-0.06,45
24.757883071899414,1.5,1.38,0.1200000000000001,1.0,CLIMB,1.38,-148.7,-0.08,45
24.80782699584961,1.5,1.38,0.1200000000000001,1.0,CLIMB,1.38,-148.7,-0.08,45
24.857567071914673,1.5,1.51,-0.010000000000000009,-0.8,DESCEND,1.51,-148.63,-0.09,45
24.90851593017578,1.5,1.51,-0.010000000000000009,-0.8,DESCEND,1.51,-148.63,-0.09,45
24.957644939422607,1.5,1.51,-0.010000000000000009,-0.8,DESCEND,1.51,-148.63,-0.09,45
25.007527112960815,1.5,1.61,-0.1100000000000001,-0.8,DESCEND,1.61,-148.53,-0.1,45
25.05755090713501,1.5,1.73,-0.22999999999999998,-0.8,DESCEND,1.73,-148.45,-0.1,45
25.108497142791748,1.5,1.73,-0.22999999999999998,-0.8,DESCEND,1.73,-148.45,-0.1,45
25.159176111221313,1.5,1.82,-0.32000000000000006,-0.8,DESCEND,1.82,-148.32,-0.09,45
25.20860719680786,1.5,1.82,-0.32000000000000006,-0.8,DESCEND,1.82,-148.32,-0.09,45
25.260074853897095,1.5,1.9,-0.3999999999999999,-0.8,DESCEND,1.9,-148.19,-0.06,45
25.30735492706299,1.5,1.9,-0.3999999999999999,-0.8,DESCEND,1.9,-148.19,-0.06,45
25.3536639213562,1.5,1.92,-0.41999999999999993,-0.8,DESCEND,1.92,-148.17,-0.03,45
25.40332293510437,1.5,1.92,-0.41999999999999993,-0.8,DESCEND,1.92,-148.17,-0.03,45
25.45334005355835,1.5,1.93,-0.42999999999999994,-0.8,DESCEND,1.93,-148.23,0.0,45
25.50179123878479,1.5,1.93,-0.42999999999999994,-0.8,DESCEND,1.93,-148.23,0.0,45
25.56181311607361,1.5,1.9,-0.3999999999999999,-0.8,DESCEND,1.9,-148.24,0.02,45
25.608936071395874,1.5,1.9,-0.3999999999999999,-0.8,DESCEND,1.9,-148.24,0.02,45
25.658037900924683,1.5,1.85,-0.3500000000000001,-0.8,DESCEND,1.85,-148.31,0.04,45
25.703821897506714,1.5,1.85,-0.3500000000000001,-0.8,DESCEND,1.85,-148.31,0.04,45
25.751167058944702,1.5,1.8,-0.30000000000000004,-0.8,DESCEND,1.8,-148.36,0.05,45
25.801202058792114,1.5,1.8,-0.30000000000000004,-0.8,DESCEND,1.8,-148.36,0.05,45
25.85155200958252,1.5,1.72,-0.21999999999999997,-0.8,DESCEND,1.72,-148.44,0.06,44
25.901180028915405,1.5,1.72,-0.21999999999999997,-0.8,DESCEND,1.72,-148.44,0.06,44
25.961963891983032,1.5,1.72,-0.21999999999999997,-0.8,DESCEND,1.72,-148.44,0.06,44
26.011168003082275,1.5,1.65,-0.1499999999999999,-0.8,DESCEND,1.65,-148.49,0.07,44
26.0592360496521,1.5,1.58,-0.08000000000000007,-0.8,DESCEND,1.58,-148.48,0.07,44
26.107622146606445,1.5,1.58,-0.08000000000000007,-0.8,DESCEND,1.58,-148.48,0.07,44
26.15739107131958,1.5,1.5,0.0,0.0,HOLD,1.5,-148.53,0.07,44
26.207597017288208,1.5,1.5,0.0,0.0,HOLD,1.5,-148.53,0.07,44
26.25749897956848,1.5,1.42,0.08000000000000007,1.0,CLIMB,1.42,-148.62,0.07,44
26.30650305747986,1.5,1.42,0.08000000000000007,1.0,CLIMB,1.42,-148.62,0.07,44
26.356642961502075,1.5,1.35,0.1499999999999999,1.0,CLIMB,1.35,-148.72,0.07,44
26.405401945114136,1.5,1.35,0.1499999999999999,1.0,CLIMB,1.35,-148.72,0.07,44
26.452540159225464,1.5,1.3,0.19999999999999996,1.0,CLIMB,1.3,-148.73,0.05,44
26.511682987213135,1.5,1.26,0.24,1.0,CLIMB,1.26,-148.75,0.02,44
26.561357975006104,1.5,1.26,0.24,1.0,CLIMB,1.26,-148.75,0.02,44
26.607620000839233,1.5,1.26,0.24,1.0,CLIMB,1.26,-148.72,0.0,44
26.653368949890137,1.5,1.26,0.24,1.0,CLIMB,1.26,-148.72,0.0,44
26.702616930007935,1.5,1.29,0.20999999999999996,1.0,CLIMB,1.29,-148.72,-0.03,44
26.750080823898315,1.5,1.29,0.20999999999999996,1.0,CLIMB,1.29,-148.72,-0.03,44
26.811728954315186,1.5,1.29,0.20999999999999996,1.0,CLIMB,1.29,-148.72,-0.03,44
26.859055042266846,1.5,1.34,0.15999999999999992,1.0,CLIMB,1.34,-148.7,-0.05,44
26.907361030578613,1.5,1.34,0.15999999999999992,1.0,CLIMB,1.34,-148.7,-0.05,44
26.955444812774658,1.5,1.34,0.15999999999999992,1.0,CLIMB,1.34,-148.7,-0.05,44
27.003926992416382,1.5,1.43,0.07000000000000006,1.0,CLIMB,1.43,-148.62,-0.07,44
27.051256895065308,1.5,1.43,0.07000000000000006,1.0,CLIMB,1.43,-148.62,-0.07,44
27.109554052352905,1.5,1.52,-0.020000000000000018,-0.8,DESCEND,1.52,-148.53,-0.09,44
27.158031940460205,1.5,1.62,-0.1200000000000001,-0.8,DESCEND,1.62,-148.41,-0.1,44
27.209139108657837,1.5,1.62,-0.1200000000000001,-0.8,DESCEND,1.62,-148.41,-0.1,44
27.258304834365845,1.5,1.73,-0.22999999999999998,-0.8,DESCEND,1.73,-148.43,-0.1,44
27.30527901649475,1.5,1.73,-0.22999999999999998,-0.8,DESCEND,1.73,-148.43,-0.1,44
27.352767944335938,1.5,1.82,-0.32000000000000006,-0.8,DESCEND,1.82,-148.3,-0.09,44
27.4028799533844,1.5,1.82,-0.32000000000000006,-0.8,DESCEND,1.82,-148.3,-0.09,44
27.451509952545166,1.5,1.91,-0.4099999999999999,-0.8,DESCEND,1.91,-148.27,-0.07,44
27.5116708278656,1.5,1.91,-0.4099999999999999,-0.8,DESCEND,1.91,-148.27,-0.07,44
27.561678886413574,1.5,1.96,-0.45999999999999996,-0.8,DESCEND,1.96,-148.19,-0.04,44
27.609844207763672,1.5,1.96,-0.45999999999999996,-0.8,DESCEND,1.96,-148.19,-0.04,44
27.658420085906982,1.5,1.97,-0.47,-0.8,DESCEND,1.97,-148.12,0.0,44
27.703480005264282,1.5,1.97,-0.47,-0.8,DESCEND,1.97,-148.12,0.0,44
27.7517831325531,1.5,1.96,-0.45999999999999996,-0.8,DESCEND,1.96,-148.15,0.01,43
27.802690029144287,1.5,1.96,-0.45999999999999996,-0.8,DESCEND,1.96,-148.15,0.01,43
27.86092209815979,1.5,1.91,-0.4099999999999999,-0.8,DESCEND,1.91,-148.12,0.04,43
27.910250902175903,1.5,1.91,-0.4099999999999999,-0.8,DESCEND,1.91,-148.12,0.04,43
27.95693612098694,1.5,1.86,-0.3600000000000001,-0.8,DESCEND,1.86,-148.18,0.05,43
28.00752305984497,1.5,1.86,-0.3600000000000001,-0.8,DESCEND,1.86,-148.18,0.05,43
28.05740785598755,1.5,1.86,-0.3600000000000001,-0.8,DESCEND,1.86,-148.18,0.05,43
28.105418920516968,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-148.21,0.06,43
28.155832052230835,1.5,1.7,-0.19999999999999996,-0.8,DESCEND,1.7,-148.39,0.07,43
28.203332901000977,1.5,1.7,-0.19999999999999996,-0.8,DESCEND,1.7,-148.39,0.07,43
28.261656045913696,1.5,1.63,-0.1299999999999999,-0.8,DESCEND,1.63,-148.45,0.07,43
28.310877084732056,1.5,1.63,-0.1299999999999999,-0.8,DESCEND,1.63,-148.45,0.07,43
28.358872890472412,1.5,1.54,-0.040000000000000036,-0.8,DESCEND,1.54,-148.45,0.07,43
28.40755796432495,1.5,1.54,-0.040000000000000036,-0.8,DESCEND,1.54,-148.45,0.07,43
28.453428983688354,1.5,1.47,0.030000000000000027,1.0,CLIMB,1.47,-148.48,0.07,43
28.502201080322266,1.5,1.47,0.030000000000000027,1.0,CLIMB,1.47,-148.48,0.07,43
28.550019025802612,1.5,1.4,0.10000000000000009,1.0,CLIMB,1.4,-148.65,0.07,43
28.609820127487183,1.5,1.4,0.10000000000000009,1.0,CLIMB,1.4,-148.65,0.07,43
28.65747594833374,1.5,1.32,0.17999999999999994,1.0,CLIMB,1.32,-148.61,0.07,43
28.707396984100342,1.5,1.32,0.17999999999999994,1.0,CLIMB,1.32,-148.61,0.07,43
28.755494117736816,1.5,1.27,0.22999999999999998,1.0,CLIMB,1.27,-148.7,0.04,43
28.803915977478027,1.5,1.27,0.22999999999999998,1.0,CLIMB,1.27,-148.7,0.04,43
28.854047060012817,1.5,1.25,0.25,1.0,CLIMB,1.25,-148.69,0.01,43
28.9065260887146,1.5,1.25,0.25,1.0,CLIMB,1.25,-148.69,0.01,43
28.953193187713623,1.5,1.27,0.22999999999999998,1.0,CLIMB,1.27,-148.7,-0.01,43
29.009505033493042,1.5,1.27,0.22999999999999998,1.0,CLIMB,1.27,-148.7,-0.01,43
29.05577301979065,1.5,1.31,0.18999999999999995,1.0,CLIMB,1.31,-148.67,-0.04,43
29.104238986968994,1.5,1.31,0.18999999999999995,1.0,CLIMB,1.31,-148.67,-0.04,43
29.1550350189209,1.5,1.38,0.1200000000000001,1.0,CLIMB,1.38,-148.57,-0.06,43
29.203695058822632,1.5,1.38,0.1200000000000001,1.0,CLIMB,1.38,-148.57,-0.06,43
29.252543926239014,1.5,1.46,0.040000000000000036,1.0,CLIMB,1.46,-148.46,-0.08,43
29.30010199546814,1.5,1.46,0.040000000000000036,1.0,CLIMB,1.46,-148.46,-0.08,43
29.357749938964844,1.5,1.56,-0.06000000000000005,-0.8,DESCEND,1.56,-148.5,-0.09,43
29.406963109970093,1.5,1.56,-0.06000000000000005,-0.8,DESCEND,1.56,-148.5,-0.09,43
29.458308935165405,1.5,1.67,-0.16999999999999993,-0.8,DESCEND,1.67,-148.33,-0.1,43
29.506839990615845,1.5,1.67,-0.16999999999999993,-0.8,DESCEND,1.67,-148.33,-0.1,43
29.55654788017273,1.5,1.67,-0.16999999999999993,-0.8,DESCEND,1.67,-148.33,-0.1,43
29.605517864227295,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-148.32,-0.1,43
29.655743837356567,1.5,1.78,-0.28,-0.8,DESCEND,1.78,-148.32,-0.1,43
29.705399990081787,1.5,1.87,-0.3700000000000001,-0.8,DESCEND,1.87,-148.21,-0.09,43
29.756196975708008,1.5,1.87,-0.3700000000000001,-0.8,DESCEND,1.87,-148.21,-0.09,43
29.803322076797485,1.5,1.94,-0.43999999999999995,-0.8,DESCEND,1.94,-148.14,-0.06,42
29.854303121566772,1.5,1.94,-0.43999999999999995,-0.8,DESCEND,1.94,-148.14,-0.06,42
29.903321027755737,1.5,1.98,-0.48,-0.8,DESCEND,1.98,-148.05,-0.02,42
29.951142072677612,1.5,1.98,-0.48,-0.8,DESCEND,1.98,-148.05,-0.02,42
